Player,GameAdj,Game,Injury Type,Position,Season,Team
"Weiss, Stephen",968,18,Groin,F,2013/14,Detroit
"Whitney, Ray",968,18,Lower body,F,2013/14,Dallas
"Benoît, André",969,19,Wrist,D,2013/14,Colorado
"Berglund, Patrik",969,19,Upper body,F,2013/14,St. Louis
"Dvořák, Radek",969,19,Lower body,F,2013/14,Carolina
"Ehrhoff, Christian",969,19,Lower body,D,2013/14,Buffalo
"Gazdic, Luke",969,19,Shoulder,F,2013/14,Edmonton
"Getzlaf, Ryan",969,19,Upper body,F,2013/14,Anaheim
"Gáborík, Marián",969,19,Knee,F,2013/14,Columbus
"Hanzal, Martin",969,19,Undisclosed,F,2013/14,Phoenix
"Quick, Jonathan",969,19,Groin,G,2013/14,Los Angeles
"Rozsíval, Michal",969,19,Facial,D,2013/14,Chicago
"Volchenkov, Anton",969,19,Leg,D,2013/14,New Jersey
"Alfredsson, Daniel",970,20,Groin,F,2013/14,Detroit
"Barberio, Mark",970,20,Lower body,D,2013/14,Tampa Bay
"Bäckström, Niklas",970,20,Concussion,G,2013/14,Minnesota
"Duchene, Matt",970,20,Oblique,F,2013/14,Colorado
"Forsberg, Filip",970,20,Upper body,F,2013/14,Nashville
"Gallagher, Brendan",970,20,Flu,F,2013/14,Montreal
"Green, Mike",970,20,Lower body,D,2013/14,Washington
"Hossa, Marián",970,20,Lower body,F,2013/14,Chicago
"Nystrom, Eric",970,20,Upper body,F,2013/14,Nashville
"Palmieri, Kyle",970,20,Illness,F,2013/14,Anaheim
"Fraser, Mark",971,21,Lower body,D,2013/14,Toronto
"Harrison, Jay",971,21,Illness,D,2013/14,Carolina
"Khabibulin, Nikolai",971,21,Lower body,G,2013/14,Chicago
"Michálek, Zbyněk",971,21,Lower body,D,2013/14,Phoenix
"Semin, Alexander",971,21,Concussion,F,2013/14,Carolina
"Weaver, Mike",971,21,Illness,D,2013/14,Florida
"Bogosian, Zach",972,22,Groin,D,2013/14,Winnipeg
"Bourque, René",972,22,Lower body,F,2013/14,Montreal
"Dubinsky, Brandon",972,22,Foot,F,2013/14,Columbus
"Korpikoski, Lauri",972,22,Upper body,F,2013/14,Phoenix
"Nabokov, Evgeni",972,22,Groin,G,2013/14,NY Islanders
"Perreault, Mathieu",972,22,Flu,F,2013/14,Anaheim
"Sbisa, Luca",972,22,Ankle,D,2013/14,Anaheim
"Schlemko, David",972,22,Lower body,D,2013/14,Phoenix
"Seidenberg, Dennis",972,22,Lower body,D,2013/14,Boston
"Bickell, Bryan",973,23,Lower body,F,2013/14,Chicago
"DeKeyser, Danny",973,23,Shoulder,D,2013/14,Detroit
"Forsberg, Filip",973,23,Upper body,F,2013/14,Nashville
"Galiardi, T.J.",973,23,Back,F,2013/14,Calgary
"Larsen, Philip",973,23,Back,D,2013/14,Edmonton
"Mitchell, Torrey",973,23,Leg,F,2013/14,Minnesota
"Reaves, Ryan",973,23,Hand,F,2013/14,St. Louis
"Rome, Aaron",973,23,Lower body,D,2013/14,Dallas
"Shattenkirk, Kevin",973,23,Flu,D,2013/14,St. Louis
"Stastny, Paul",973,23,Back,F,2013/14,Colorado
"Wisniewski, James",973,23,Flu,D,2013/14,Columbus
"Bennett, Beau",974,24,Wrist,F,2013/14,Pittsburgh
"Bertuzzi, Todd",974,24,Shoulder,F,2013/14,Detroit
"Boll, Jared",974,24,Ankle,F,2013/14,Columbus
"Frattin, Matt",974,24,Lower body,F,2013/14,Los Angeles
"Gionta, Stephen",974,24,Ankle,F,2013/14,New Jersey
"Gleason, Tim",974,24,Lower body,D,2013/14,Carolina
"Granlund, Mikael",974,24,Upper body,F,2013/14,Minnesota
"Gudas, Radko",974,24,Upper body,D,2013/14,Tampa Bay
"Harding, Josh",974,24,Lower body,G,2013/14,Minnesota
"Hörnqvist, Patric",974,24,Upper body,F,2013/14,Nashville
"Kopecký, Tomáš",974,24,Upper body,F,2013/14,Florida
"Larsson, Adam",974,24,Lower body,D,2013/14,New Jersey
"Lewis, Trevor",974,24,Lower body,F,2013/14,Los Angeles
"MacKenzie, Derek",974,24,Back,F,2013/14,Columbus
"Malone, Ryan",974,24,Foot,F,2013/14,Tampa Bay
"Read, Matt",974,24,Lower body,F,2013/14,Philadelphia
"Winchester, Jesse",974,24,Lower body,F,2013/14,Florida
"Beauchemin, François",975,25,Upper body,D,2013/14,Anaheim
"Borowiecki, Mark",975,25,Neck,D,2013/14,Ottawa
"Datsyuk, Pavel",975,25,Head,F,2013/14,Detroit
"Dorsett, Derek",975,25,Wrist,F,2013/14,NY Rangers
"Gilroy, Matt",975,25,Lower body,D,2013/14,Florida
"Glass, Tanner",975,25,Hand,F,2013/14,Pittsburgh
"Labrie, Pierre-Cédric",975,25,Upper body,F,2013/14,Tampa Bay
"Lupul, Joffrey",975,25,Groin,F,2013/14,Toronto
"McCormick, Cody",975,25,Upper body,F,2013/14,Buffalo
"Monahan, Sean",975,25,Foot,F,2013/14,Calgary
"Nikitin, Nikita",975,25,Lower body,D,2013/14,Columbus
"Robidas, Stéphane",975,25,Leg,D,2013/14,Dallas
"Seguin, Tyler",975,25,Concussion,F,2013/14,Dallas
"Wideman, Dennis",975,25,Hand,D,2013/14,Calgary
"Fasth, Viktor",976,26,Lower body,G,2013/14,Anaheim
"Laich, Brooks",976,26,Groin,F,2013/14,Washington
"Martin, Paul",976,26,Leg,D,2013/14,Pittsburgh
"Murray, Douglas",976,26,Facial,D,2013/14,Montreal
"Neuvirth, Michal",976,26,Leg,G,2013/14,Washington
"Parise, Zach",976,26,Foot,F,2013/14,Minnesota
"Pääjärvi, Magnus",976,26,Flu,F,2013/14,St. Louis
"Sbisa, Luca",976,26,Hand,D,2013/14,Anaheim
"Sekera, Andrej",976,26,Upper body,D,2013/14,Carolina
"Allen, Bryan",977,27,Lower body,D,2013/14,Anaheim
"Brewer, Eric",977,27,Lower body,D,2013/14,Tampa Bay
"Franson, Cody",977,27,Lower body,D,2013/14,Toronto
"Garbutt, Ryan",977,27,Foot,F,2013/14,Dallas
"Granlund, Mikael",977,27,Head,F,2013/14,Minnesota
"Hejda, Jan",977,27,Knee,D,2013/14,Colorado
"Klein, Kevin",977,27,Lower body,D,2013/14,Nashville
"Lecavalier, Vincent",977,27,Back,F,2013/14,Philadelphia
"Methot, Marc",977,27,Flu,D,2013/14,Ottawa
"Weber, Shea",977,27,Eye,D,2013/14,Nashville
"Brown, Mike",978,28,Lower body,F,2013/14,San Jose
"Carter, Ryan",978,28,Lower body,F,2013/14,New Jersey
"Colborne, Joe",978,28,Illness,F,2013/14,Calgary
"Daley, Trevor",978,28,Ankle,D,2013/14,Dallas
"Gordon, Boyd",978,28,Shoulder,F,2013/14,Edmonton
"Konopka, Zenon",978,28,Facial,F,2013/14,Minnesota
"McGrattan, Brian",978,28,Lower body,F,2013/14,Calgary
"McQuaid, Adam",978,28,Lower body,D,2013/14,Boston
"Aulie, Keith",979,29,Hand,D,2013/14,Tampa Bay
"Bellemore, Brett",979,29,Concussion,D,2013/14,Carolina
"Bobrovsky, Sergei",979,29,Groin,G,2013/14,Columbus
"Bourque, René",979,29,Upper body,F,2013/14,Montreal
"Boychuk, Johnny",979,29,Upper body,D,2013/14,Boston
"Bozak, Tyler",979,29,Oblique,F,2013/14,Toronto
"Bryzgalov, Ilya",979,29,Concussion,G,2013/14,Edmonton
"Doan, Shane",979,29,Illness,F,2013/14,Phoenix
"Dorsett, Derek",979,29,Wrist,F,2013/14,NY Rangers
"Fiddler, Vernon",979,29,Upper body,F,2013/14,Dallas
"Handzuš, Michal",979,29,Illness,F,2013/14,Chicago
"Hedman, Victor",979,29,Lower body,D,2013/14,Tampa Bay
"Kane, Evander",979,29,Lower body,F,2013/14,Winnipeg
"Orr, Colton",979,29,Elbow,F,2013/14,Toronto
"Sulzer, Alexander",979,29,Undisclosed,D,2013/14,Buffalo
"Zetterberg, Henrik",979,29,Back,F,2013/14,Detroit
"Bowman, Drayson",980,30,Ankle,F,2013/14,Carolina
"Burrows, Alex",980,30,Jaw,F,2013/14,Vancouver
"Dwyer, Patrick",980,30,Undisclosed,F,2013/14,Carolina
"Eriksson, Loui",980,30,Concussion,F,2013/14,Boston
"Frolík, Michael",980,30,Flu,F,2013/14,Winnipeg
"Hannan, Scott",980,30,Upper body,D,2013/14,San Jose
"Havlát, Martin",980,30,Undisclosed,F,2013/14,San Jose
"Helm, Darren",980,30,Shoulder,F,2013/14,Detroit
"Kelly, Chris",980,30,Leg,F,2013/14,Boston
"Komisarek, Mike",980,30,Lower body,D,2013/14,Carolina
"Malkin, Evgeni",980,30,Lower body,F,2013/14,Pittsburgh
"Shaw, Andrew",980,30,Undisclosed,F,2013/14,Chicago
"Smith, Craig",980,30,Flu,F,2013/14,Nashville
"Wisniewski, James",980,30,Upper body,D,2013/14,Columbus
"Ebbett, Andrew",981,31,Ankle,F,2013/14,Pittsburgh
"Edler, Alexander",981,31,Lower body,D,2013/14,Vancouver
"Hamilton, Dougie",981,31,Lower body,D,2013/14,Boston
"Paille, Daniel",981,31,Concussion,F,2013/14,Boston
"Perreault, Mathieu",981,31,Lower body,F,2013/14,Anaheim
"Staal, Marc",981,31,Concussion,D,2013/14,NY Rangers
"Židlický, Marek",981,31,Upper body,D,2013/14,New Jersey
"Harrold, Peter",982,32,Foot,D,2013/14,New Jersey
"Hodgson, Cody",982,32,Lower body,F,2013/14,Buffalo
"Orpik, Brooks",982,32,Concussion,D,2013/14,Pittsburgh
"Petry, Jeff",982,32,Head,D,2013/14,Edmonton
"Schwartz, Jaden",982,32,Undisclosed,F,2013/14,St. Louis
"Smyth, Ryan",982,32,Neck,F,2013/14,Edmonton
"Sobotka, Vladimír",982,32,Upper body,F,2013/14,St. Louis
"Backes, David",983,33,Upper body,F,2013/14,St. Louis
"Brassard, Derick",983,33,Lower body,F,2013/14,NY Rangers
"Callahan, Ryan",983,33,Knee,F,2013/14,NY Rangers
"Crawford, Corey",983,33,Lower body,G,2013/14,Chicago
"Fraser, Colin",983,33,Concussion,F,2013/14,Los Angeles
"Grabovski, Mikhail",983,33,Flu,F,2013/14,Washington
"Howard, Jimmy",983,33,Knee,G,2013/14,Detroit
"Martínek, Radek",983,33,Back,D,2013/14,NY Islanders
"McElhinney, Curtis",983,33,Lower body,G,2013/14,Columbus
"Methot, Marc",983,33,Flu,D,2013/14,Ottawa
"Potter, Corey",983,33,Neck,D,2013/14,Edmonton
"Rome, Aaron",983,33,Lower body,D,2013/14,Dallas
"Thomas, Tim",983,33,Lower body,G,2013/14,Florida
"Weiss, Stephen",983,33,Groin,F,2013/14,Detroit
"Cammalleri, Mike",984,34,Flu,F,2013/14,Calgary
"Cizikas, Casey",984,34,Jaw,F,2013/14,NY Islanders
"Fistric, Mark",984,34,Upper body,D,2013/14,Anaheim
"Huberdeau, Jonathan",984,34,Foot,F,2013/14,Florida
"Latta, Michael",984,34,Lower body,F,2013/14,Washington
"Letang, Kris",984,34,Upper body,D,2013/14,Pittsburgh
"Lindholm, Elias",984,34,Undisclosed,F,2013/14,Carolina
"Mazanec, Marek",984,34,Illness,G,2013/14,Nashville
"McCormick, Cody",984,34,Upper body,F,2013/14,Buffalo
"Michálek, Zbyněk",984,34,Lower body,D,2013/14,Phoenix
"Mitchell, Willie",984,34,Upper body,D,2013/14,Los Angeles
"Schlemko, David",984,34,Undisclosed,D,2013/14,Phoenix
"Abdelkader, Justin",985,35,Head,F,2013/14,Detroit
"Halischuk, Matt",985,35,Arm,F,2013/14,Winnipeg
"Hemský, Aleš",985,35,Ribs,F,2013/14,Edmonton
"MacKenzie, Derek",985,35,Lower body,F,2013/14,Columbus
"Malkin, Evgeni",985,35,Lower body,F,2013/14,Pittsburgh
"Parros, George",985,35,Concussion,F,2013/14,Montreal
"Polák, Roman",985,35,Ankle,D,2013/14,St. Louis
"Prout, Dalton",985,35,Upper body,D,2013/14,Columbus
"Ranger, Paul",985,35,Upper body,D,2013/14,Toronto
"Winchester, Jesse",985,35,Undisclosed,F,2013/14,Florida
"Chiasson, Alex",986,36,Flu,F,2013/14,Dallas
"Downie, Steve",986,36,Upper body,F,2013/14,Philadelphia
"Franzén, Johan",986,36,Head,F,2013/14,Detroit
"Gonchar, Sergei",986,36,Concussion,D,2013/14,Dallas
"Grossmann, Nicklas",986,36,Illness,D,2013/14,Philadelphia
"Hertl, Tomáš",986,36,Knee,F,2013/14,San Jose
"Hodgson, Cody",986,36,Finger,F,2013/14,Buffalo
"Megna, Jayson",986,36,Lower body,F,2013/14,Pittsburgh
"Nyquist, Gustav",986,36,Groin,F,2013/14,Detroit
"Skille, Jack",986,36,Wrist,F,2013/14,Columbus
"Steen, Alex",986,36,Concussion,F,2013/14,St. Louis
"Wright, James",986,36,Flu,F,2013/14,Winnipeg
"Arcobello, Mark",987,37,Ribs,F,2013/14,Edmonton
"Brewer, Eric",987,37,Arm,D,2013/14,Tampa Bay
"Brunner, Damien",987,37,Knee,F,2013/14,New Jersey
"Calvert, Matt",987,37,Upper body,F,2013/14,Columbus
"Clitsome, Grant",987,37,Illness,D,2013/14,Winnipeg
"Foligno, Marcus",987,37,Illness,F,2013/14,Buffalo
"Glencross, Curtis",987,37,Ankle,F,2013/14,Calgary
"Gustafsson, Erik",987,37,Knee,D,2013/14,Philadelphia
"Gáborík, Marián",987,37,Collarbone,F,2013/14,Columbus
"Harding, Josh",987,37,Illness,G,2013/14,Minnesota
"Harrison, Jay",987,37,Concussion,D,2013/14,Carolina
"Havlát, Martin",987,37,Lower body,F,2013/14,San Jose
"Jones, Blair",987,37,Knee,F,2013/14,Calgary
"Klesla, Rostislav",987,37,Illness,D,2013/14,Phoenix
"Leino, Ville",987,37,Illness,F,2013/14,Buffalo
"Loktionov, Andrei",987,37,Illness,F,2013/14,New Jersey
"McElhinney, Curtis",987,37,Back,G,2013/14,Columbus
"Omark, Linus",987,37,Illness,F,2013/14,Buffalo
"Porter, Kevin",987,37,Lower body,F,2013/14,Buffalo
"Roy, Derek",987,37,Illness,F,2013/14,St. Louis
"Russell, Kris",987,37,Knee,D,2013/14,Calgary
"Smith, Trevor",987,37,Hand,F,2013/14,Toronto
"Stanton, Ryan",987,37,Ankle,D,2013/14,Vancouver
"Sulzer, Alexander",987,37,Illness,D,2013/14,Buffalo
"Backes, David",988,38,Upper body,F,2013/14,St. Louis
"Brown, Dustin",988,38,Flu,F,2013/14,Los Angeles
"Gorges, Josh",988,38,Lower body,D,2013/14,Montreal
"Gudbranson, Erik",988,38,Orbital bone,D,2013/14,Florida
"Jones, Ryan",988,38,Head,F,2013/14,Edmonton
"Laich, Brooks",988,38,Groin,F,2013/14,Washington
"Larsen, Philip",988,38,Illness,D,2013/14,Edmonton
"Salo, Sami",988,38,Upper body,D,2013/14,Tampa Bay
"Tlustý, Jiří",988,38,Appendectomy,F,2013/14,Carolina
"Zibanejad, Mika",988,38,Upper body,F,2013/14,Ottawa
"Chára, Zdeno",989,39,Undisclosed,D,2013/14,Boston
"Parenteau, P.A.",989,39,Knee,F,2013/14,Colorado
"Parise, Zach",989,39,Foot,F,2013/14,Minnesota
"Seidenberg, Dennis",989,39,Knee,D,2013/14,Boston
"Stoner, Clayton",989,39,Lower body,D,2013/14,Minnesota
"Söderberg, Carl",989,39,Upper body,F,2013/14,Boston
"Tavares, John",989,39,Lower body,F,2013/14,NY Islanders
"Upshall, Scottie",989,39,Upper body,F,2013/14,Florida
"Whitney, Ray",989,39,Illness,F,2013/14,Dallas
"Bailey, Josh",990,40,Upper body,F,2013/14,NY Islanders
"Bogosian, Zach",990,40,Flu,D,2013/14,Winnipeg
"Dupuis, Pascal",990,40,Knee,F,2013/14,Pittsburgh
"Ericsson, Jonathan",990,40,Ribs,D,2013/14,Detroit
"Grabner, Michael",990,40,Flu,F,2013/14,NY Islanders
"Halák, Jaroslav",990,40,Illness,G,2013/14,St. Louis
"Horcoff, Shawn",990,40,Illness,F,2013/14,Dallas
"Luongo, Roberto",990,40,Groin,G,2013/14,Vancouver
"Strålman, Anton",990,40,Undisclosed,D,2013/14,NY Rangers
"Stuart, Mark",990,40,Groin,D,2013/14,Winnipeg
"Tallinder, Henrik",990,40,Upper body,D,2013/14,Buffalo
"Volchenkov, Anton",990,40,Soreness,D,2013/14,New Jersey
"Wingels, Tommy",990,40,Upper body,F,2013/14,San Jose
"Alfredsson, Daniel",991,41,Upper body,F,2013/14,Detroit
"Bouma, Lance",991,41,Illness,F,2013/14,Calgary
"Ekman-Larsson, Oliver",991,41,Upper body,D,2013/14,Phoenix
"Gustavsson, Jonas",991,41,Groin,G,2013/14,Detroit
"Kennedy, Tyler",991,41,Flu,F,2013/14,San Jose
"Leino, Ville",991,41,Lower body,F,2013/14,Buffalo
"Nash, Riley",991,41,Lower body,F,2013/14,Carolina
"Phillips, Chris",991,41,Foot,D,2013/14,Ottawa
"Potter, Corey",991,41,Groin,D,2013/14,Edmonton
"Read, Matt",991,41,Concussion,F,2013/14,Philadelphia
"Skille, Jack",991,41,Upper body,F,2013/14,Columbus
"Spezza, Jason",991,41,Lower body,F,2013/14,Ottawa
"Ward, Cam",991,41,Lower body,G,2013/14,Carolina
"Alberts, Andrew",992,42,Concussion,D,2013/14,Vancouver
"Caron, Jordan",992,42,Back,F,2013/14,Boston
"Eliáš, Patrik",992,42,Upper body,F,2013/14,New Jersey
"Guenin, Nate",992,42,Ankle,D,2013/14,Colorado
"Helm, Darren",992,42,Groin,F,2013/14,Detroit
"Jones, David",992,42,Eye,F,2013/14,Calgary
"Olsen, Dylan",992,42,Lower body,D,2013/14,Florida
"Raffl, Michael",992,42,Concussion,F,2013/14,Philadelphia
"Rome, Aaron",992,42,Upper body,D,2013/14,Dallas
"Stafford, Drew",992,42,Upper body,F,2013/14,Buffalo
"Bishop, Ben",993,43,Wrist,G,2013/14,Tampa Bay
"Brown, J.T.",993,43,Upper body,F,2013/14,Tampa Bay
"Chipchura, Kyle",993,43,Lower body,F,2013/14,Phoenix
"Conner, Chris",993,43,Hand,F,2013/14,Pittsburgh
"Datsyuk, Pavel",993,43,Lower body,F,2013/14,Detroit
"DeKeyser, Danny",993,43,Lower body,D,2013/14,Detroit
"Dorsett, Derek",993,43,Leg,F,2013/14,NY Rangers
"Harding, Josh",993,43,Illness,G,2013/14,Minnesota
"Kobasew, Chuck",993,43,Lower body,F,2013/14,Pittsburgh
"Lucic, Milan",993,43,Illness,F,2013/14,Boston
"Neil, Chris",993,43,Lower body,F,2013/14,Ottawa
"O'Reilly, Ryan",993,43,Shoulder,F,2013/14,Colorado
"Petrovic, Alex",993,43,Upper body,D,2013/14,Florida
"Staal, Eric",993,43,Lower body,F,2013/14,Carolina
"White, Ryan",993,43,Upper body,F,2013/14,Montreal
"Clarkson, David",994,44,Foot,F,2013/14,Toronto
"Comeau, Blake",994,44,Knee,F,2013/14,Columbus
"Couture, Logan",994,44,Hand,F,2013/14,San Jose
"Eberle, Jordan",994,44,Knee,F,2013/14,Edmonton
"Fontaine, Justin",994,44,Upper body,F,2013/14,Minnesota
"Gunnarsson, Carl",994,44,Upper body,D,2013/14,Toronto
"Higgins, Chris",994,44,Flu,F,2013/14,Vancouver
"Luongo, Roberto",994,44,Lower body,G,2013/14,Vancouver
"Spurgeon, Jared",994,44,Foot,D,2013/14,Minnesota
"Alfredsson, Daniel",995,45,Back,F,2013/14,Detroit
"Allen, Bryan",995,45,Lower body,D,2013/14,Anaheim
"Barrie, Tyson",995,45,Shoulder,D,2013/14,Colorado
"Booth, David",995,45,Undisclosed,F,2013/14,Vancouver
"Galchenyuk, Alex",995,45,Hand,F,2013/14,Montreal
"Hörnqvist, Patric",995,45,Lower body,F,2013/14,Nashville
"Irwin, Matt",995,45,Upper body,D,2013/14,San Jose
"Josefson, Jacob",995,45,Illness,F,2013/14,New Jersey
"Koivu, Mikko",995,45,Ankle,F,2013/14,Minnesota
"Lapierre, Maxim",995,45,Lower body,F,2013/14,St. Louis
"Nabokov, Evgeni",995,45,Lower body,G,2013/14,NY Islanders
"Rinaldo, Zac",995,45,Ankle,F,2013/14,Philadelphia
"Rome, Aaron",995,45,Lower body,D,2013/14,Dallas
"Sobotka, Vladimír",995,45,Flu,F,2013/14,St. Louis
"Van Der Gulik, David",995,45,Head,F,2013/14,Colorado
"Cammalleri, Mike",996,46,Concussion,F,2013/14,Calgary
"Foligno, Marcus",996,46,Undisclosed,F,2013/14,Buffalo
"Giguère, Jean-Sébastien",996,46,Back,G,2013/14,Colorado
"Hamilton, Dougie",996,46,Concussion,D,2013/14,Boston
"Howard, Jimmy",996,46,Hip,G,2013/14,Detroit
"Salo, Sami",996,46,Ankle,D,2013/14,Tampa Bay
"Sarich, Cory",996,46,Back,D,2013/14,Colorado
"Stastny, Paul",996,46,Leg,F,2013/14,Colorado
"Andersson, Joakim",997,47,Lower body,F,2013/14,Detroit
"Bowman, Drayson",997,47,Lower body,F,2013/14,Carolina
"D'Agostini, Matt",997,47,Upper body,F,2013/14,Buffalo
"Desharnais, David",997,47,Flu,F,2013/14,Montreal
"Hannan, Scott",997,47,Upper body,D,2013/14,San Jose
"Kane, Evander",997,47,Hand,F,2013/14,Winnipeg
"Thompson, Nate",997,47,Flu,F,2013/14,Tampa Bay
"Tyutin, Fedor",997,47,Illness,D,2013/14,Columbus
"Vitale, Joe",997,47,Wrist,F,2013/14,Pittsburgh
"Brown, Mike",998,48,Neck,F,2013/14,San Jose
"Getzlaf, Ryan",998,48,Foot,F,2013/14,Anaheim
"Gibbons, Brian",998,48,Lower body,F,2013/14,Pittsburgh
"Greene, Matt",998,48,Concussion,D,2013/14,Los Angeles
"Hamonic, Travis",998,48,Concussion,D,2013/14,NY Islanders
"Neal, James",998,48,Upper body,F,2013/14,Pittsburgh
"Orr, Colton",998,48,Illness,F,2013/14,Toronto
"Pysyk, Mark",998,48,Soreness,D,2013/14,Buffalo
"Tarasenko, Vladimir",998,48,Flu,F,2013/14,St. Louis
"Díaz, Raphael",999,49,Flu,D,2013/14,Montreal
"Emmerton, Cory",999,49,Finger,F,2013/14,Detroit
"Hanzal, Martin",999,49,Lower body,F,2013/14,Phoenix
"Hiller, Jonas",999,49,Flu,G,2013/14,Anaheim
"Joensuu, Jesse",999,49,Flu,F,2013/14,Edmonton
"Klein, Kevin",999,49,Illness,D,2013/14,Nashville
"Kopecký, Tomáš",999,49,Upper body,F,2013/14,Florida
"McLaren, Frazer",999,49,Shoulder,F,2013/14,Toronto
"McQuaid, Adam",999,49,Lower body,D,2013/14,Boston
"Mottau, Mike",999,49,Leg,D,2013/14,Florida
"Murray, Douglas",999,49,Lower body,D,2013/14,Montreal
"Volchenkov, Anton",999,49,Illness,D,2013/14,New Jersey
"Clarkson, David",1000,50,Elbow,F,2013/14,Toronto
"Dwyer, Patrick",1000,50,Lower body,F,2013/14,Carolina
"Hedman, Victor",1000,50,Leg,D,2013/14,Tampa Bay
"Hemský, Aleš",1000,50,Ankle,F,2013/14,Edmonton
"Howard, Jimmy",1000,50,Knee,G,2013/14,Detroit
"Methot, Marc",1000,50,Undisclosed,D,2013/14,Ottawa
"Mitchell, John",1000,50,Illness,F,2013/14,Colorado
"Ovechkin, Alexander",1000,50,Lower body,F,2013/14,Washington
"Santorelli, Mike",1000,50,Arm,F,2013/14,Vancouver
"Schlemko, David",1000,50,Upper body,D,2013/14,Phoenix
"Spooner, Ryan",1000,50,Illness,F,2013/14,Boston
"Stone, Mark",1000,50,Upper body,F,2013/14,Ottawa
"Barkov, Aleksander",1001,51,Knee,F,2013/14,Florida
"Byron, Paul",1001,51,Lower body,F,2013/14,Calgary
"Giguère, Jean-Sébastien",1001,51,Back,G,2013/14,Colorado
"Perreault, Mathieu",1001,51,Lower body,F,2013/14,Anaheim
"Savard, David",1001,51,Illness,D,2013/14,Columbus
"Sedin, Henrik",1001,51,Ribs,F,2013/14,Vancouver
"Stafford, Drew",1001,51,Upper body,F,2013/14,Buffalo
"Yakupov, Nail",1001,51,Head,F,2013/14,Edmonton
"Bäckström, Niklas",1002,52,Lower body,G,2013/14,Minnesota
"Grabovski, Mikhail",1002,52,Ankle,F,2013/14,Washington
"Lundqvist, Henrik",1002,52,Illness,G,2013/14,NY Rangers
"McGrattan, Brian",1002,52,Undisclosed,F,2013/14,Calgary
"Zetterberg, Henrik",1002,52,Back,F,2013/14,Detroit
"Šmíd, Ladislav",1002,52,Undisclosed,D,2013/14,Calgary
"Ehrhoff, Christian",1003,53,Illness,D,2013/14,Buffalo
"Franzén, Johan",1003,53,Concussion,F,2013/14,Detroit
"Keith, Duncan",1003,53,Illness,D,2013/14,Chicago
"Matthias, Shawn",1003,53,Illness,F,2013/14,Florida
"Phillips, Chris",1003,53,Lower body,D,2013/14,Ottawa
"Comeau, Blake",1004,54,Knee,F,2013/14,Columbus
"Cullen, Matt",1004,54,Upper body,F,2013/14,Nashville
"Ference, Andrew",1004,54,Head,D,2013/14,Edmonton
"Letang, Kris",1004,54,Heart,D,2013/14,Pittsburgh
"Martinez, Alec",1004,54,Elbow,D,2013/14,Los Angeles
"Moulson, Matt",1004,54,Upper body,F,2013/14,Buffalo
"Sobotka, Vladimír",1004,54,Leg,F,2013/14,St. Louis
"Stastny, Paul",1004,54,Ankle,F,2013/14,Colorado
"Stålberg, Viktor",1004,54,Upper body,F,2013/14,Nashville
"Tanguay, Alex",1004,54,Knee,F,2013/14,Colorado
"Bournival, Michaël",1005,55,Flu,F,2013/14,Montreal
"Filppula, Valtteri",1005,55,Lower body,F,2013/14,Tampa Bay
"Green, Mike",1005,55,Head,D,2013/14,Washington
"Kane, Evander",1005,55,Hand,F,2013/14,Winnipeg
"Kennedy, Tyler",1005,55,Lower body,F,2013/14,San Jose
"Lindbäck, Anders",1005,55,Ankle,G,2013/14,Tampa Bay
"Russell, Kris",1005,55,Upper body,D,2013/14,Calgary
"Tanev, Chris",1005,55,Thumb,D,2013/14,Vancouver
"Allen, Bryan",1006,56,Undisclosed,D,2013/14,Anaheim
"Bieksa, Kevin",1006,56,Foot,D,2013/14,Vancouver
"Demers, Jason",1006,56,Lower body,D,2013/14,San Jose
"Laich, Brooks",1006,56,Groin,F,2013/14,Washington
"Myers, Tyler",1006,56,Lower body,D,2013/14,Buffalo
"Rämö, Karri",1006,56,Knee,G,2013/14,Calgary
"Sestito, Tom",1006,56,Illness,F,2013/14,Vancouver
"Tarasenko, Vladimir",1006,56,Flu,F,2013/14,St. Louis
"Timonen, Kimmo",1006,56,Foot,D,2013/14,Philadelphia
"Ashton, Carter",1007,57,Hand,F,2013/14,Toronto
"Bonino, Nick",1007,57,Upper body,F,2013/14,Anaheim
"Hanzal, Martin",1007,57,Illness,F,2013/14,Phoenix
"Holland, Peter",1007,57,Foot,F,2013/14,Toronto
"Kindl, Jakub",1007,57,Lower body,D,2013/14,Detroit
"Larsen, Philip",1007,57,Undisclosed,D,2013/14,Edmonton
"Liles, John-Michael",1007,57,Lower body,D,2013/14,Carolina
"Moen, Travis",1007,57,Lower body,F,2013/14,Montreal
"Pyatt, Taylor",1007,57,Lower body,F,2013/14,Pittsburgh
"Richardson, Brad",1007,57,Undisclosed,F,2013/14,Vancouver
"Spaling, Nick",1007,57,Lower body,F,2013/14,Nashville
"Volchenkov, Anton",1007,57,Lower body,D,2013/14,New Jersey
"Volpatti, Aaron",1007,57,Upper body,F,2013/14,Washington
"Weber, Yannick",1007,57,Upper body,D,2013/14,Vancouver
"Erskine, John",1008,58,Knee,D,2013/14,Washington
"Filppula, Valtteri",1008,58,Ankle,F,2013/14,Tampa Bay
"Fistric, Mark",1008,58,Lower body,D,2013/14,Anaheim
"Fontaine, Justin",1008,58,Illness,F,2013/14,Minnesota
"Hamhuis, Dan",1008,58,Undisclosed,D,2013/14,Vancouver
"Higgins, Chris",1008,58,Undisclosed,F,2013/14,Vancouver
